case_id,same_aspect_group_key,same_aspect_group_size,group_script_direction_mode,group_fx_doctrine_directions,group_ml_outcomes,group_close_actions,group_csv_occurrence_total,group_m30_total,group_hourly_total,group_daily_total,group_avg_shadbala,group_avg_fx_doctrine_net,group_avg_fx_doctrine_conflict,group_avg_return_pct,review_status,manual_direction_label,manual_behavior_label,manual_trade_action,manual_confidence,manual_reason_tags,manual_notes,reviewed_by,reviewed_at_ist,manual_column_hints,probable_factor_tags,probable_factor_note,script_observed_return_bias,pair_key,b1,b1_natural_class,b1_natural_bias,b2,b2_natural_class,b2_natural_bias,pair_nature_summary,aspect,aspect_label,aspect_family,window_start_ist,window_end_ist,case_timeframe_bucket,csv_occurrence_count,csv_m30_count,csv_hourly_count,csv_daily_count,csv_timeframes_present,potential_trade_count,ignored_trade_count,ml_win_count,ml_loss_count,ml_ignore_count,ml_win_rate,ml_outcome_counts,close_action_counts,signal_direction_counts,trade_category_counts,ignore_reason_counts,avg_signed_return_pct,avg_mfe_pct,avg_mae_pct,event_duration_minutes,duration_bucket,event_orb_deg,event_orb_limit_deg,event_orb_strength,event_bphs_strength,event_bphs_virupa,shadbala_tag,shadbala_avg,moon_nakshatra,aspect_regime_active_count,aspect_regime_signature,touch_kind,touch_planets,touch_identity_count,touch_identity_1_text,touch_identity_2_text,jyotish_hypothesis_direction,jyotish_net_score,jyotish_conflict_score,doctrine_hypothesis_direction,doctrine_net_score,doctrine_conflict_score,doctrine_dignity_virupa_avg,doctrine_dominant_dignity,fx_hypothesis_direction,fx_pair_net_score,fx_pair_conflict_ratio,fx_doctrine_hypothesis_direction,fx_doctrine_pair_net_score,fx_doctrine_pair_conflict_ratio,fx_doctrine_base_dignity_virupa_avg,fx_doctrine_quote_dignity_virupa_avg,fx_doctrine_dominant_base_hit,fx_doctrine_dominant_quote_hit,fx_doctrine_dominant_base_dignity,fx_doctrine_dominant_quote_dignity,fx_doctrine_rule_layer_total_strength,rule_layer_ignore_hint,quote_relevant_hit_count,quote_dignity_label_counts,quote_enemy_component_count,quote_debilitation_component_count,quote_unknown_dignity_component_count,quote_benefic_component_count,quote_malefic_component_count,quote_hit_pairs,quote_dignity_pairs,base_relevant_hit_count,base_dignity_label_counts,base_enemy_component_count,base_debilitation_component_count,base_unknown_dignity_component_count,base_benefic_component_count,base_malefic_component_count,base_hit_pairs,base_dignity_pairs,source_event_id
495,MARS|MOON :: square,16,BEARISH,BEARISH=9; BULLISH=4; CONFLICT=1; UNKNOWN=1,LOSS=18; WIN=11,STOP_LOSS=18; TAKE_PROFIT=10; TIME_CLOSE_72H=1,29,14,15,0,51.48508986928104,-0.39666525726943175,0.20716531037196734,-0.010549230209257576,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; quote_debilitation; base_debilitation; hard_aspect,shadbala_avg=51.38 | quote_dignity=debilitation=1; exaltation=1 | base_dignity=debilitation=1; neutral=1 | fx_doctrine=BEARISH | fx_doctrine_net=-0.327154873898274 | fx_conflict=0.0 | regime_active=6 | ml=LOSS=2,bearish_return,MARS|MOON,MARS,malefic,-0.6,MOON,benefic,0.2,malefic + benefic,square,Square,hard,2025-12-17 23:30:00+05:30,2025-12-18 02:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,LONG=2,multiple_aspects=2,,-0.2,1.3763236352421069,0.2242469415030443,180.0,trigger_le_1d,58.79373263243653,1.0,0.0,0.0,0.0,Neutral,51.375,Anuradha,6,1410c8d95f98576d623ddd946aba09678da59ecb7071d78bf88d5dd8a2a6e5bb || 4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 8c6e923aa0ee6f02cb116d2a94be462ecd642fe9056224f20b8192a33da5aa56 || ce292a072e10c5fe3ea306ef04b6fa7092a345cdc24e3fb4304e39def10a029e || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,confluence,MOON|URANUS,2,MOON|direct|h0.18|n1.8|d360,URANUS|mirror|h0.18|n1.5|d360,BEARISH,-0.0036340707876774,0.0,BEARISH,-0.0036340707876774,0.0,30.0,natal exaltation 60V; transit debilitation 0V,BEARISH,-0.5634326915310964,0.0,BEARISH,-0.327154873898274,0.0,5.0,30.0,MOON>MARS:opposition_orb,MOON>MOON:opposition_orb,natal neutral 10V; transit debilitation 0V,natal exaltation 60V; transit debilitation 0V,0.577154873898274,0.0,1,debilitation=1; exaltation=1,0,1,0,2,0,MOON>MOON:opposition_orb,MOON>MOON:natal_exaltation_60V/transit_debilitation_0V,1,debilitation=1; neutral=1,0,1,0,1,1,MOON>MARS:opposition_orb,MOON>MARS:natal_neutral_10V/transit_debilitation_0V,ce292a072e10c5fe3ea306ef04b6fa7092a345cdc24e3fb4304e39def10a029e
496,RAHU|SUN :: opposition_orb,1,BEARISH,BEARISH=1,LOSS=1,STOP_LOSS=1,1,0,1,0,57.0625,-0.2233182225442117,0.0,-0.2,,,,,,,,,,,multiple_active_aspects; crowded_regime; strong_shadbala; base_enemy_sign; unknown_outer_or_node_dignity; malefic_pair; swing_duration_1d_to_5d; hard_aspect,shadbala_avg=57.06 | quote_dignity=friend=1; unknown=1 | base_dignity=enemy=1; friend=2; unknown=1 | fx_doctrine=BEARISH | fx_doctrine_net=-0.2233182225442117 | fx_conflict=0.0 | regime_active=6 | ml=LOSS=1,bearish_return,RAHU|SUN,RAHU,malefic,-0.7,SUN,malefic,-0.1,malefic + malefic,opposition_orb,Opposition (ORB),hard,2025-12-17 18:30:00+05:30,2025-12-20 04:30:00+05:30,daily,1,0,1,0,hourly,1,0,0,1,0,0.0,LOSS=1,STOP_LOSS=1,LONG=1,multiple_aspects=1,,-0.2,1.3763236352421069,0.2242469415030443,3480.0,swing_1d_to_5d,163.3360569469064,1.5,0.0,0.0,0.0,Neutral,57.0625,Jyeshtha,6,1410c8d95f98576d623ddd946aba09678da59ecb7071d78bf88d5dd8a2a6e5bb || 4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 8c6e923aa0ee6f02cb116d2a94be462ecd642fe9056224f20b8192a33da5aa56 || ce292a072e10c5fe3ea306ef04b6fa7092a345cdc24e3fb4304e39def10a029e || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,confluence,MOON|URANUS,2,MOON|direct|h0.18|n1.8|d360,URANUS|mirror|h0.18|n1.5|d360,BEARISH,-0.0084194036922738,0.0,BEARISH,-0.0052621273076711,0.0,7.5,natal unknown 0V; transit friend 15V,BEARISH,-0.3433347158727347,0.0,BEARISH,-0.2233182225442117,0.0,8.975038622880199,7.5,SUN>SUN:opposition_orb,SUN>AVG(ALL):square,natal enemy 4V; transit friend 15V,natal unknown 0V; transit friend 15V,0.4733182225442117,0.0,1,friend=1; unknown=1,0,0,1,0,1,SUN>AVG(ALL):square,SUN>AVG(ALL):natal_unknown_0V/transit_friend_15V,2,enemy=1; friend=2; unknown=1,1,0,1,0,3,SUN>SUN:opposition_orb; SUN>AVG(ALL):opposition_orb,SUN>SUN:natal_enemy_4V/transit_friend_15V; SUN>AVG(ALL):natal_unknown_0V/transit_friend_15V,da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08
497,JUPITER|MOON :: conjunction_orb,5,BULLISH,BULLISH=2; UNKNOWN=1,LOSS=4; WIN=2,STOP_LOSS=4; TAKE_PROFIT=2,6,3,3,0,49.19166666666666,0.2591581683573414,0.0,-0.03333333333333335,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; hard_aspect,shadbala_avg=52.21 | fx_doctrine=UNKNOWN | fx_doctrine_net=0.0 | fx_conflict=0.0 | regime_active=6 | ml=LOSS=2,bearish_return,JUPITER|MOON,JUPITER,benefic,1.0,MOON,benefic,0.2,benefic + benefic,conjunction_orb,Conjunction (ORB),hard,2025-12-18 10:30:00+05:30,2025-12-18 15:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,LONG=2,multiple_aspects=2,,-0.2,1.2598597018182245,0.3388720950382322,300.0,trigger_le_1d,52.346968156756006,1.5,0.0,0.0,0.0,Neutral,52.208333333333336,Anuradha,6,1410c8d95f98576d623ddd946aba09678da59ecb7071d78bf88d5dd8a2a6e5bb || 4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 7e14fb45d4af9441d852d0e6666b4034128911e1be26881849a9da1ca3a4e1ae || 8c6e923aa0ee6f02cb116d2a94be462ecd642fe9056224f20b8192a33da5aa56 || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,nearest_line,URANUS,1,URANUS|mirror|h0.18|n1.5|d360,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,,,,,0.15,1.0,0,,0,0,0,0,0,,,0,,0,0,0,0,0,,,7e14fb45d4af9441d852d0e6666b4034128911e1be26881849a9da1ca3a4e1ae
498,AVG(ALL)|SUN :: conjunction_orb,3,BEARISH,BEARISH=1; BULLISH=1,LOSS=4,STOP_LOSS=4,4,2,2,0,54.530618686868685,0.19294411357654634,0.0,-0.2,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; strong_shadbala; base_enemy_sign; unknown_outer_or_node_dignity; avg_all_composite; hard_aspect,shadbala_avg=61.46 | quote_dignity=friend=1; neutral=1 | base_dignity=enemy=1; friend=1; neutral=4; unknown=2 | fx_doctrine=BULLISH | fx_doctrine_net=0.5341397364068432 | fx_conflict=0.0 | regime_active=4 | ml=LOSS=2,bearish_return,AVG(ALL)|SUN,AVG(ALL),mixed_classical,0.0,SUN,malefic,-0.1,mixed_classical + malefic,conjunction_orb,Conjunction (ORB),hard,2025-12-19 17:30:00+05:30,2025-12-20 04:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,LONG=2,multiple_aspects=2,,-0.2,0.2860339172662712,0.2485316925580455,660.0,trigger_le_1d,2.668314232782393,1.5,0.0,0.0,0.0,Neutral,61.458333333333336,Mula,4,4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 608e9a346e2ef6443db20830c0a6d99eafd43560a5504d6b38b70d05230c9e93 || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,confluence,MERCURY|NEPTUNE,2,MERCURY|direct|h0.18|n1.8|d360,NEPTUNE|direct|h0.18|n1.5|d360,BEARISH,-0.0375954331062245,0.0,BEARISH,-0.0216539923155223,0.0,7.226838965899328,natal unknown 0V; transit friend 15V,BULLISH,0.857572623652338,0.0,BULLISH,0.5341397364068432,0.0,7.5,7.226838965899328,AVG(ALL)>SATURN:trine,SUN>AVG(ALL):square,natal friend 15V; transit unknown 0V,natal unknown 0V; transit friend 15V,0.7841397364068432,0.0,1,friend=1; neutral=1,0,0,0,2,0,MERCURY>JUPITER:conjunction_orb,MERCURY>JUPITER:natal_friend_15V/transit_neutral_10V,4,enemy=1; friend=1; neutral=4; unknown=2,1,0,2,1,5,VENUS>AVG(ALL):opposition_orb; SATURN>SUN:square; SATURN>SATURN:opposition_orb; SATURN>AVG(ALL):square,VENUS>AVG(ALL):natal_unknown_0V/transit_neutral_10V; SATURN>SUN:natal_enemy_4V/transit_neutral_10V; SATURN>SATURN:natal_friend_15V/transit_neutral_10V; SATURN>AVG(ALL):natal_unknown_0V/transit_neutral_10V,608e9a346e2ef6443db20830c0a6d99eafd43560a5504d6b38b70d05230c9e93
499,AVG(ALL)|MOON :: trine,18,BULLISH,BEARISH=2; BULLISH=10; CONFLICT=2; UNKNOWN=2,LOSS=14; WIN=18,STOP_LOSS=14; TAKE_PROFIT=18,32,16,16,0,50.187261169900054,0.07053140993496461,0.03921119309897626,0.08124999999999999,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; strong_shadbala; quote_enemy_sign; base_enemy_sign; unknown_outer_or_node_dignity; avg_all_composite; soft_aspect,shadbala_avg=62.12 | quote_dignity=enemy=1; neutral=1 | base_dignity=enemy=2; friend=1; neutral=5; unknown=2 | fx_doctrine=BULLISH | fx_doctrine_net=0.1200566482982745 | fx_conflict=0.0 | regime_active=5 | ml=LOSS=2,bearish_return,AVG(ALL)|MOON,AVG(ALL),mixed_classical,0.0,MOON,benefic,0.2,mixed_classical + benefic,trine,Trine,soft,2025-12-19 20:30:00+05:30,2025-12-20 04:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,SHORT=2,multiple_aspects=2,,-0.2,0.2745960514104933,0.2873088315683745,480.0,trigger_le_1d,2.4828548185496686,1.0,0.0,0.0,0.0,Neutral,62.125,Mula,5,4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 608e9a346e2ef6443db20830c0a6d99eafd43560a5504d6b38b70d05230c9e93 || 884adfe506193a0330a6be93ab5426b16636df22ab298c7cfa28c28b42532da8 || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,confluence,MERCURY|NEPTUNE,2,MERCURY|direct|h0.18|n1.8|d360,NEPTUNE|direct|h0.18|n1.5|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,BULLISH,0.1920906372772393,0.0,BULLISH,0.1200566482982745,0.0,7.5,0.0,AVG(ALL)>SATURN:trine,,natal friend 15V; transit unknown 0V,,0.3700566482982745,1.0,1,enemy=1; neutral=1,1,0,0,0,2,SATURN>SATURN:trine,SATURN>SATURN:natal_enemy_4V/transit_neutral_10V,5,enemy=2; friend=1; neutral=5; unknown=2,2,0,2,2,6,VENUS>SUN:opposition_orb; VENUS>AVG(ALL):opposition_orb; SATURN>SUN:square; SATURN>SATURN:opposition_orb; SATURN>AVG(ALL):square,VENUS>SUN:natal_enemy_4V/transit_neutral_10V; VENUS>AVG(ALL):natal_unknown_0V/transit_neutral_10V; SATURN>SUN:natal_enemy_4V/transit_neutral_10V; SATURN>SATURN:natal_friend_15V/transit_neutral_10V; SATURN>AVG(ALL):natal_unknown_0V/transit_neutral_10V,884adfe506193a0330a6be93ab5426b16636df22ab298c7cfa28c28b42532da8
500,AVG(ALL)|MOON :: square,18,BEARISH,BEARISH=13; BULLISH=2,LOSS=7; WIN=21,STOP_LOSS=7; TAKE_PROFIT=21,28,13,14,1,53.75149550311961,-0.6657063266355522,0.046022000183556074,0.16666666666666666,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; strong_shadbala; base_enemy_sign; unknown_outer_or_node_dignity; avg_all_composite; hard_aspect,shadbala_avg=62.53 | quote_dignity=friend=1; unknown=1 | base_dignity=enemy=1; neutral=2; unknown=1 | fx_doctrine=BEARISH | fx_doctrine_net=-0.4351623931177857 | fx_conflict=0.1777890869269449 | regime_active=6 | ml=WIN=2,bullish_return,AVG(ALL)|MOON,AVG(ALL),mixed_classical,0.0,MOON,benefic,0.2,mixed_classical + benefic,square,Square,hard,2025-12-19 22:30:00+05:30,2025-12-20 01:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.3689568237961385,0.1924163814289597,180.0,trigger_le_1d,33.22966871969007,1.0,0.0,0.0,0.0,Neutral,62.52777777777778,Mula,6,4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 608e9a346e2ef6443db20830c0a6d99eafd43560a5504d6b38b70d05230c9e93 || 627bbedb0135a3a67d3d42818db25dbd8f3d5cef652c5075d9b44158a0a50e91 || 884adfe506193a0330a6be93ab5426b16636df22ab298c7cfa28c28b42532da8 || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,confluence,MERCURY|NEPTUNE,2,MERCURY|direct|h0.18|n1.8|d360,NEPTUNE|direct|h0.18|n1.5|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,BEARISH,-0.8868477350050119,0.1511300181447577,BEARISH,-0.4351623931177857,0.1777890869269449,2.209312328487347,0.0,MOON>AVG(ALL):opposition_orb,,natal unknown 0V; transit debilitation 0V,,0.6851623931177857,1.0,1,friend=1; unknown=1,0,0,1,0,1,SUN>AVG(ALL):square,SUN>AVG(ALL):natal_unknown_0V/transit_friend_15V,2,enemy=1; neutral=2; unknown=1,1,0,1,0,3,SATURN>SUN:square; SATURN>AVG(ALL):square,SATURN>SUN:natal_enemy_4V/transit_neutral_10V; SATURN>AVG(ALL):natal_unknown_0V/transit_neutral_10V,627bbedb0135a3a67d3d42818db25dbd8f3d5cef652c5075d9b44158a0a50e91
501,AVG(ALL)|VENUS :: square,6,BEARISH,BEARISH=5; CONFLICT=1,LOSS=6; WIN=4,STOP_LOSS=6; TAKE_PROFIT=4,10,4,5,1,52.72478498841328,-0.30357739677999435,0.04284295289467748,0.04999999999999999,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; strong_shadbala; quote_enemy_sign; base_enemy_sign; unknown_outer_or_node_dignity; avg_all_composite; hard_aspect,shadbala_avg=62.67 | quote_dignity=enemy=1; friend=1; neutral=2 | base_dignity=enemy=1; neutral=2; unknown=1 | fx_doctrine=BEARISH | fx_doctrine_net=-0.2269283060734571 | fx_conflict=0.2570577173680649 | regime_active=7 | ml=LOSS=2,bearish_return,AVG(ALL)|VENUS,AVG(ALL),mixed_classical,0.0,VENUS,benefic,0.8,mixed_classical + benefic,square,Square,hard,2025-12-19 23:30:00+05:30,2025-12-20 04:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,SHORT=2,multiple_aspects=2,,-0.2,0.3614373646197846,0.2204196230633934,300.0,trigger_le_1d,40.179789322010606,1.0,0.0,0.0,0.0,Neutral,62.66666666666666,Mula,7,4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 608e9a346e2ef6443db20830c0a6d99eafd43560a5504d6b38b70d05230c9e93 || 627bbedb0135a3a67d3d42818db25dbd8f3d5cef652c5075d9b44158a0a50e91 || 884adfe506193a0330a6be93ab5426b16636df22ab298c7cfa28c28b42532da8 || c8bb2e24fec9dda5aa885ba02f7f55bd5d7e27ca047889b68f308d8ea352197f || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,confluence,MERCURY|NEPTUNE,2,MERCURY|direct|h0.18|n1.8|d360,NEPTUNE|direct|h0.18|n1.5|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,BEARISH,-0.3896432473196214,0.2482353968468475,BEARISH,-0.2269283060734571,0.2570577173680649,6.274784273253345,0.0,VENUS>AVG(ALL):opposition_orb,,natal unknown 0V; transit neutral 10V,,0.4769283060734571,1.0,2,enemy=1; friend=1; neutral=2,1,0,0,2,2,MERCURY>JUPITER:conjunction_orb; SATURN>SATURN:trine,MERCURY>JUPITER:natal_friend_15V/transit_neutral_10V; SATURN>SATURN:natal_enemy_4V/transit_neutral_10V,2,enemy=1; neutral=2; unknown=1,1,0,1,0,3,SATURN>SUN:square; SATURN>AVG(ALL):square,SATURN>SUN:natal_enemy_4V/transit_neutral_10V; SATURN>AVG(ALL):natal_unknown_0V/transit_neutral_10V,c8bb2e24fec9dda5aa885ba02f7f55bd5d7e27ca047889b68f308d8ea352197f
502,KETU|MOON :: conjunction_orb,6,BULLISH,BEARISH=1; BULLISH=4,LOSS=5; WIN=4,STOP_LOSS=5; TAKE_PROFIT=4,9,4,5,0,56.670138888888886,0.13037304673741598,0.14651579342063467,-1.1102230246251566e-17,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; strong_shadbala; base_enemy_sign; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=62.73 | base_dignity=enemy=1; friend=1; neutral=3; unknown=1 | fx_doctrine=BEARISH | fx_doctrine_net=-0.2221086060592886 | fx_conflict=0.2482097684122988 | regime_active=8 | ml=WIN=2,bullish_return,KETU|MOON,KETU,malefic,-0.5,MOON,benefic,0.2,malefic + benefic,conjunction_orb,Conjunction (ORB),hard,2025-12-20 02:30:00+05:30,2025-12-20 04:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.5237097695676942,0.1548911318479018,120.0,trigger_le_1d,76.39196025814229,1.5,0.0,0.0,0.0,Neutral,62.72916666666666,Mula,8,256680b5196b1b6b35fb6088fb3a5e99f00500059be3af9f2eecb2ff78c87fae || 4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 608e9a346e2ef6443db20830c0a6d99eafd43560a5504d6b38b70d05230c9e93 || 884adfe506193a0330a6be93ab5426b16636df22ab298c7cfa28c28b42532da8 || 8d5cf393752bed673c6204a9b33f3e4274465cb01a6b2410bfb7a744e793bf69 || c8bb2e24fec9dda5aa885ba02f7f55bd5d7e27ca047889b68f308d8ea352197f || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,nearest_line,NEPTUNE,1,NEPTUNE|direct|h0.18|n1.5|d360,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,BEARISH,-0.3934433796103348,0.2199888819986299,BEARISH,-0.2221086060592886,0.2482097684122988,9.175037077176672,0.0,MOON>SUN:opposition_orb,,natal enemy 4V; transit neutral 10V,,0.3721086060592886,1.0,0,,0,0,0,0,0,,,3,enemy=1; friend=1; neutral=3; unknown=1,1,0,1,3,2,MOON>SUN:opposition_orb; MOON>SATURN:square; MOON>AVG(ALL):opposition_orb,MOON>SUN:natal_enemy_4V/transit_neutral_10V; MOON>SATURN:natal_friend_15V/transit_neutral_10V; MOON>AVG(ALL):natal_unknown_0V/transit_neutral_10V,256680b5196b1b6b35fb6088fb3a5e99f00500059be3af9f2eecb2ff78c87fae
503,MOON|RAHU :: opposition_orb,6,BULLISH,BEARISH=2; BULLISH=2; CONFLICT=1,LOSS=5; WIN=4,STOP_LOSS=5; TAKE_PROFIT=4,9,4,5,0,56.670138888888886,0.022076745445096434,0.0,-1.1102230246251566e-17,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; strong_shadbala; base_enemy_sign; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=62.73 | base_dignity=enemy=1; neutral=2; unknown=1 | fx_doctrine=BEARISH | fx_doctrine_net=-0.3315837142172323 | fx_conflict=0.0 | regime_active=8 | ml=WIN=2,bullish_return,MOON|RAHU,MOON,benefic,0.2,RAHU,malefic,-0.7,benefic + malefic,opposition_orb,Opposition (ORB),hard,2025-12-20 02:30:00+05:30,2025-12-20 04:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.5237097695676942,0.1548911318479018,120.0,trigger_le_1d,2.600777992176006,1.5,0.0,0.0,0.0,Neutral,62.72916666666666,Mula,8,256680b5196b1b6b35fb6088fb3a5e99f00500059be3af9f2eecb2ff78c87fae || 4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 608e9a346e2ef6443db20830c0a6d99eafd43560a5504d6b38b70d05230c9e93 || 884adfe506193a0330a6be93ab5426b16636df22ab298c7cfa28c28b42532da8 || 8d5cf393752bed673c6204a9b33f3e4274465cb01a6b2410bfb7a744e793bf69 || c8bb2e24fec9dda5aa885ba02f7f55bd5d7e27ca047889b68f308d8ea352197f || da257cc651423fbc970c463a729e6352a171616d2137dcbead82f4c43c1e4f08 || f1a654210cdc25e511dce56288ce25779aa901a33e3f5f66f0e388093e341417,nearest_line,NEPTUNE,1,NEPTUNE|direct|h0.18|n1.5|d360,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,BEARISH,-0.547996473480373,0.0,BEARISH,-0.3315837142172323,0.0,6.286394472502308,0.0,MOON>SUN:opposition_orb,,natal enemy 4V; transit neutral 10V,,0.4815837142172323,1.0,0,,0,0,0,0,0,,,2,enemy=1; neutral=2; unknown=1,1,0,1,2,1,MOON>SUN:opposition_orb; MOON>AVG(ALL):opposition_orb,MOON>SUN:natal_enemy_4V/transit_neutral_10V; MOON>AVG(ALL):natal_unknown_0V/transit_neutral_10V,8d5cf393752bed673c6204a9b33f3e4274465cb01a6b2410bfb7a744e793bf69
504,MOON|SUN :: conjunction_orb,9,BULLISH,BEARISH=3; BULLISH=4; UNKNOWN=1,LOSS=5; WIN=10,STOP_LOSS=5; TAKE_PROFIT=10,15,6,8,1,51.69480994152047,-0.057498377100983426,0.04759694157305429,0.11249999999999999,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; strong_shadbala; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=57.83 | quote_dignity=friend=1; unknown=1 | base_dignity=friend=1; neutral=1 | fx_doctrine=BULLISH | fx_doctrine_net=0.1201837183880848 | fx_conflict=0.0 | regime_active=3 | ml=WIN=2,bullish_return,MOON|SUN,MOON,benefic,0.2,SUN,malefic,-0.1,benefic + malefic,conjunction_orb,Conjunction (ORB),hard,2025-12-22 16:30:00+05:30,2025-12-22 20:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,1.2104969007214572,0.0241337262473395,240.0,trigger_le_1d,1.2950391503475205,1.5,0.1366405664349864,0.1366405664349864,8.198433986099188,Neutral,57.833333333333336,Uttara Ashadha,3,4a1e961d8111fe5c539a4621221529d96e8f4a875f5b2b41b5964a1893c9538b || 6488cdd482458871c376c98abfb883c420e5eaa0a3feb382263d99c18e01e2e1 || e9b58ee58e5d7ada8544707d96b6e4788c6e3d8581d20018f0454eecbb73c966,nearest_line,NEPTUNE,1,NEPTUNE|direct|h0.18|n1.5|d360,,BEARISH,-0.0252912072694068,0.0,BEARISH,-0.0158070045433792,0.0,7.5,natal unknown 0V; transit friend 15V,BULLISH,0.1726465679913441,0.0,BULLISH,0.1201837183880848,0.0,12.5,7.5,MOON>SATURN:trine,SUN>KETU:conjunction_orb,natal friend 15V; transit neutral 10V,natal unknown 0V; transit friend 15V,0.31800791664033,1.0,1,friend=1; unknown=1,0,0,1,0,2,SUN>KETU:conjunction_orb,SUN>KETU:natal_unknown_0V/transit_friend_15V,1,friend=1; neutral=1,0,0,0,1,1,MOON>SATURN:trine,MOON>SATURN:natal_friend_15V/transit_neutral_10V,e9b58ee58e5d7ada8544707d96b6e4788c6e3d8581d20018f0454eecbb73c966
