sample_id,planet,component,local_value_virupa,external_value_virupa,signed_delta_virupa,absolute_delta_virupa,tolerance_virupa,pass_fail,external_source
gann_reference_tokyo,JUPITER,naisargika,34.290000000,34.290000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,JUPITER,sthana,226.335997874,192.080000000,34.255997874,34.255997874,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MARS,chesta,45.000000000,12.740000000,32.260000000,32.260000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MARS,dig,10.554509818,10.560000000,-0.005490182,0.005490182,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MARS,drik,2.590000000,2.590000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MARS,kaala,135.218662532,97.720000000,37.498662532,37.498662532,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MARS,naisargika,17.140000000,17.140000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MARS,sthana,212.002135093,224.250000000,-12.247864907,12.247864907,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MERCURY,chesta,60.000000000,97.400000000,-37.400000000,37.400000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MERCURY,dig,24.889921524,95.110000000,-70.220078476,70.220078476,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MERCURY,drik,-3.030000000,-3.030000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MERCURY,kaala,155.108446293,84.130000000,70.978446293,70.978446293,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MERCURY,naisargika,25.710000000,25.710000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MERCURY,sthana,164.615283777,176.610000000,-11.994716223,11.994716223,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MOON,chesta,79.876458099,0.000000000,79.876458099,79.876458099,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MOON,dig,20.415474096,20.410000000,0.005474096,0.005474096,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MOON,drik,-9.030000000,-9.030000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MOON,kaala,187.486415508,220.820000000,-33.333584492,33.333584492,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MOON,naisargika,51.430000000,51.430000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,MOON,sthana,145.638785674,133.140000000,12.498785674,12.498785674,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SATURN,chesta,60.000000000,44.790000000,15.210000000,15.210000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SATURN,dig,29.730170172,29.730000000,0.000170172,0.000170172,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SATURN,drik,-4.140000000,-4.130000000,-0.010000000,0.010000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SATURN,kaala,87.261041338,50.010000000,37.251041338,37.251041338,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SATURN,naisargika,8.570000000,8.570000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SATURN,sthana,204.877800909,166.880000000,37.997800909,37.997800909,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SUN,chesta,24.646971965,0.000000000,24.646971965,24.646971965,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SUN,dig,0.353703145,0.350000000,0.003703145,0.003703145,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SUN,drik,-4.160000000,-4.160000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SUN,kaala,106.258842916,63.490000000,42.768842916,42.768842916,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SUN,naisargika,60.000000000,60.000000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,SUN,sthana,225.089651943,179.590000000,45.499651943,45.499651943,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,VENUS,chesta,30.000000000,78.270000000,-48.270000000,48.270000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,VENUS,dig,44.885346053,75.120000000,-30.234653947,30.234653947,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,VENUS,drik,0.480000000,0.480000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,VENUS,kaala,136.774400722,225.370000000,-88.595599278,88.595599278,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,VENUS,naisargika,42.860000000,42.860000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,VENUS,sthana,311.891342369,184.390000000,127.501342369,127.501342369,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
